,genres,artist_name,name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
172856,Comedy,Denis Leary,Smoke,20,0.788,0.582,5.48555,0.743,0.0,0.94,-14.733,0.899,103.943,0.591,4
133584,Reggae,Pepper,Feels Good,29,0.376,0.659,5.060883333333333,0.252,0.0469,0.11,-14.764,0.259,79.534,0.211,2
66342,Folk,Amigo the Devil,The Dreamer,37,0.86,0.349,3.8308833333333334,0.389,0.00481,0.116,-11.383,0.0341,197.215,0.129,2
180616,Jazz,Cafe Jazz Deluxe,Bashful Falling Star,41,0.975,0.676,1.4210333333333334,0.087,0.776,0.102,-23.023,0.0719,75.995,0.569,3
49658,Blues,Gregg Allman,These Days - Live,29,0.549,0.539,4.038883333333334,0.29,0.000324,0.664,-12.638,0.028,73.373,0.3,7
156945,Ska,Transplants,What I Can't Describe,39,0.16,0.838,4.0348,0.796,0.0,0.109,-5.835,0.0406,95.169,0.795,5
157040,Ska,Goldfinger,My Everything,45,0.000105,0.431,2.6473333333333335,0.899,0.0,0.0577,-5.531,0.112,179.97,0.57,6
90046,Hip-Hop,Brown Boy,Superman,49,0.337,0.667,3.85245,0.468,0.0,0.239,-8.839,0.108,77.992,0.423,1
109977,Pop,Camila Cabello,I Have Questions,71,0.405,0.393,3.6980166666666667,0.555,0.0,0.105,-6.096,0.276,167.999,0.22,6
112698,Pop,Marshmello,Know Me,66,0.00635,0.664,3.4366166666666667,0.844,0.00285,0.542,-5.012,0.0405,142.056,0.557,7
103213,Children’s Music,Shovels & Rope,The Wire,51,0.00622,0.557,2.948166666666667,0.554,0.0,0.103,-6.506,0.0506,135.084,0.628,1
210400,World,Matt Redman,Holy - Live,39,0.165,0.445,7.227783333333333,0.648,0.0,0.711,-6.153,0.0313,138.083,0.324,7
127011,Classical,Niccolò Paganini,"Paganini: 24 Caprices, Op. 1: No. 5 in A Minor",38,0.97,0.36,3.1657,0.198,0.926,0.0632,-23.452,0.0442,150.066,0.628,3
81036,Opera,Richard Wagner,"Das Rheingold, WWV 86A, Scene 2: Du da, folge uns fort!",13,0.941,0.379,1.73155,0.179,2.93e-05,0.406,-23.394,0.0972,103.844,0.321,9
129612,Classical,Eleni Karaindrou,David: Overture - Live,31,0.966,0.205,4.22755,0.0866,0.732,0.213,-23.12,0.0399,137.417,0.127,3
178922,Jazz,Dean Martin,White Christmas,38,0.939,0.247,2.498666666666667,0.109,0.0575,0.135,-20.047,0.0339,99.735,0.276,9
14692,Dance,Passion Pit,Take a Walk,68,0.0338,0.566,4.408216666666666,0.755,0.0,0.315,-5.526,0.0368,101.006,0.445,1
8657,Country,Eric Church,"Like A Wrecking Ball - Live At Pinnacle Bank Arena, Lincoln, NE / January 13, 2017",35,0.196,0.605,3.6771833333333332,0.653,0.00213,0.711,-5.978,0.0305,138.27,0.289,7
27508,Alternative,Slipknot,Be Prepared For Hell,43,0.377,0.263,1.96555,0.322,0.0742,0.368,-17.431,0.049,139.433,0.375,2
93399,Indie,Bazanji,2019,68,0.15,0.597,1.87075,0.881,0.0,0.16,-5.23,0.119,147.042,0.295,1
70066,Hip-Hop,Mick Jenkins,Vibe,59,0.311,0.544,4.580433333333334,0.626,0.0,0.106,-9.544,0.334,79.101,0.399,1
205504,Soundtrack,Michael Giacchino,High Tech Heist,29,0.418,0.454,1.4431166666666666,0.469,0.882,0.442,-14.895,0.0795,144.861,0.105,0
48805,Blues,Chris Robinson Brotherhood,Rosalee,32,0.13,0.31,10.258,0.418,0.013,0.563,-12.949,0.0345,79.144,0.52,7
161565,Reggaeton,Yomo,A Solas,34,0.114,0.632,3.81155,0.574,0.0,0.0931,-6.477,0.175,169.915,0.596,6
53791,Blues,Roy C,Saved By the Bell (Infidelity Georgia),21,0.515,0.473,8.062716666666667,0.291,0.0,0.102,-17.221,0.113,145.704,0.617,2
151403,Pop,Vance Joy,Call If You Need Me,61,0.879,0.748,2.728666666666667,0.573,0.00581,0.0989,-6.057,0.0332,110.177,0.463,2
32955,Anime,BUMP OF CHICKEN,友達の唄,38,0.00306,0.554,6.164883333333333,0.482,0.00204,0.107,-5.751,0.0249,88.09,0.148,1
60629,R&B,Aeris Roves,Delilah,56,0.814,0.814,3.1208833333333335,0.435,1.62e-06,0.105,-8.422,0.0684,98.049,0.416,2
193176,Soul,Cool Company,Bust It Open,53,0.449,0.783,3.2415166666666666,0.459,0.0206,0.187,-10.348,0.0836,131.087,0.681,5
186029,Ska,Dead Kennedys,I am the Owl,31,0.000162,0.499,4.866133333333333,0.819,0.0196,0.0978,-6.713,0.0703,82.203,0.609,5
174891,Comedy,Joe Derosa,The Beginning,14,0.818,0.457,1.1891166666666666,0.657,0.0,0.698,-6.364,0.448,112.816,0.547,4
153097,Rock,Jónsi,Where No One Goes,54,0.0177,0.504,2.7422166666666667,0.879,0.00866,0.347,-7.442,0.0636,140.017,0.354,6
114984,Rap,6LACK,Let Her Go,69,0.586,0.758,2.9528666666666665,0.62,7.8e-05,0.187,-7.079,0.0846,156.017,0.404,1
121813,Rap,A Perfect Circle,Disillusioned,59,0.155,0.227,5.895133333333333,0.634,0.00029,0.345,-6.347,0.04,81.918,0.152,1
28155,Anime,LiSA,Rally Go Round,41,0.0114,0.43,4.57955,0.996,0.0,0.33,-2.138,0.306,189.798,0.329,6
154495,Rock,Marianas Trench,Glimmer,57,0.0129,0.554,3.6917,0.809,0.0,0.164,-6.258,0.0519,75.951,0.443,1
164044,Reggaeton,"Franco ""El Gorilla""",Nobody Like You (English) [feat. Oneill],29,0.0121,0.691,4.42645,0.834,0.00148,0.115,-4.378,0.0432,129.982,0.33,6
154994,Rock,Young the Giant,You + I,51,0.0995,0.624,4.238883333333333,0.462,0.000104,0.399,-9.402,0.0343,158.081,0.433,6
99108,Children’s Music,Orion Sun,S T R E T C H,50,0.597,0.669,3.2074,0.699,3.09e-05,0.2,-6.882,0.0582,92.006,0.368,1
33786,Anime,Takatsugu Muramatsu,The “Fly-by-Night” (2),14,0.562,0.228,3.566,0.383,0.776,0.099,-13.899,0.0327,155.154,0.184,3
32009,Anime,Rozen,March of the Giants,20,0.053,0.191,3.77755,0.365,0.308,0.131,-11.063,0.0355,113.75,0.0472,9
180716,Jazz,Deca,Big Time,31,0.0934,0.558,3.2648333333333333,0.79,0.0,0.138,-5.944,0.719,177.614,0.894,6
90176,Hip-Hop,Fetty Wap,Time (feat. Monty),51,0.146,0.778,4.6448833333333335,0.577,0.0,0.195,-5.313,0.0512,123.977,0.547,1
60114,R&B,LSG,"All the Times (feat. Faith Evans, Coko & Missy Elliott)",53,0.0687,0.732,4.861783333333333,0.42,1.28e-06,0.289,-6.867,0.0514,137.45,0.473,1
208785,World,Cocteau Twins,Heaven Or Las Vegas,54,8.84e-05,0.215,4.973333333333334,0.801,0.00725,0.0808,-5.46,0.0379,180.09,0.401,6
212392,Country,Eli Young Band,Love Ain't,70,0.00566,0.6,3.1019833333333335,0.851,9.78e-06,0.0891,-4.645,0.0388,98.007,0.727,1
88281,Hip-Hop,Young Thug,Kanye West (feat. Wyclef Jean),55,0.046,0.851,5.712,0.614,0.0,0.0716,-6.668,0.1,107.971,0.429,1
105417,Opera,Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata VII in G Major, Talm I, 7: III. Grave",9,0.791,0.226,1.7411166666666666,0.0927,0.00258,0.106,-19.016,0.0368,36.35,0.142,9
173808,Comedy,Tim Wilson,Peterbilt Prison,16,0.541,0.737,3.0742166666666666,0.545,2.8e-06,0.122,-8.697,0.0395,78.085,0.811,5
189020,Ska,Stacked Like Pancakes,Laughing At Me,17,0.18,0.684,4.2114,0.581,0.0,0.117,-7.734,0.479,179.082,0.457,6
160908,Reggaeton,Darkiel,Dejame Demostrarte,40,0.0292,0.634,4.2336,0.698,0.0,0.14,-8.129,0.132,172.0,0.801,6
158252,Reggaeton,Super Yei,Me Llama Todavia 2 (Remix),58,0.0677,0.786,7.451116666666667,0.795,0.0,0.373,-3.673,0.0834,163.972,0.926,5
62635,Folk,Annie Lennox,A Thousand Beautiful Things,55,0.286,0.463,3.120216666666667,0.359,0.0,0.171,-10.474,0.0304,79.64,0.0769,2
24528,Electronic,Zomboy,Biterz,41,0.005,0.621,4.611666666666666,0.949,0.717,0.666,-2.189,0.0837,74.984,0.0398,7
78845,Children’s Music,The Neighbourhood,Compass,63,0.238,0.7,2.7993333333333332,0.82,0.318,0.658,-5.499,0.0329,109.998,0.667,7
10305,Alternative,Deltron 3030,3030,47,0.502,0.495,7.491333333333333,0.771,7.29e-05,0.143,-9.752,0.126,81.615,0.805,5
230047,Soul,Jutes,Cocaine Cinderella,44,0.114,0.62,3.428916666666667,0.6,0.000531,0.068,-8.421,0.0515,140.012,0.442,1
226388,Rock,Pixies,Gigantic,57,0.00224,0.385,3.9617833333333334,0.707,0.377,0.0755,-11.839,0.0412,115.144,0.774,5
37150,Electronic,Bent,Exercise 4,36,0.0426,0.642,5.735116666666666,0.752,0.788,0.0728,-5.569,0.0303,120.101,0.559,0
53625,Blues,Joe Bonamassa,You Upset Me Baby,27,0.0313,0.57,3.5837833333333333,0.759,0.00269,0.213,-6.974,0.0783,124.845,0.827,5
118882,Rap,Mike Stud,Can't Say No,55,0.159,0.767,3.4194333333333335,0.569,0.000765,0.11,-7.827,0.0695,142.959,0.801,5
188474,Ska,Ska Cubano,Chango,17,0.287,0.782,3.644,0.604,0.00029,0.0921,-8.565,0.147,125.675,0.797,5
67901,Hip-Hop,$uicideBoy$,Mount Sinai,70,0.532,0.84,2.4272666666666667,0.444,0.000884,0.0623,-10.58,0.211,131.999,0.376,1
59787,R&B,Star Cast,"Suga - From “Star (Season 1)"" Soundtrack",50,0.472,0.785,2.85755,0.403,0.0,0.0928,-10.384,0.0829,127.67,0.461,2
122899,Reggae,Buju Banton,Wanna Be Loved,48,0.0245,0.829,4.06445,0.563,0.0,0.115,-8.828,0.157,145.932,0.605,5
164054,Reggaeton,Voltio,Pelea,25,0.27,0.717,3.9546666666666668,0.771,2.56e-05,0.305,-4.368,0.0848,100.951,0.882,5
15151,Dance,She Wants Revenge,Tear You Apart,58,0.00076,0.587,4.74355,0.704,1.17e-05,0.448,-6.589,0.0387,153.002,0.555,6
8629,Country,James Otto,Groovy Little Summer Song,35,0.0368,0.671,3.6193333333333335,0.748,6.59e-05,0.307,-4.978,0.0232,97.679,0.756,5
42059,Folk,Whiskeytown,16 Days,53,0.285,0.577,3.9111166666666666,0.705,1.2e-06,0.107,-6.565,0.0538,127.591,0.387,1
43882,Folk,Kate Bush,Wuthering Heights,68,0.366,0.481,4.48445,0.392,0.0452,0.124,-11.381,0.0312,124.572,0.52,2
63619,Folk,Lights,We Were Here,42,0.00513,0.615,3.8266666666666667,0.784,1.31e-06,0.159,-4.94,0.0342,140.008,0.626,6
226330,Rock,FIDLAR,No Waves,51,0.000786,0.48,2.2337833333333332,0.936,0.0,0.0973,-4.056,0.0454,98.493,0.354,1
141908,Indie,Young the Giant,Strings,48,0.107,0.413,4.171783333333333,0.833,4.58e-06,0.447,-7.982,0.0445,111.772,0.402,7
83278,R&B,Jorja Smith,Blue Lights - RISE Recording,54,0.0196,0.498,4.648533333333333,0.65,0.00109,0.145,-7.947,0.064,92.294,0.115,1
218342,World,Philip Glass,Six Etudes for Piano - q = 108,34,0.987,0.0842,6.859333333333334,0.00419,0.853,0.074,-35.997,0.0436,68.101,0.0344,3
157277,Ska,Rx Bandits,Only For The Night,33,0.000809,0.532,3.7877833333333335,0.922,1.69e-06,0.148,-4.839,0.0756,114.423,0.676,5
30292,Anime,KANA-BOON,Worry Hero,27,0.00491,0.394,3.67185,0.944,0.0,0.0283,-2.907,0.0776,164.978,0.442,6
70203,Hip-Hop,Bun B,Get Throwed,57,0.165,0.704,3.8973333333333335,0.803,0.0,0.54,-4.77,0.351,124.087,0.529,7
145861,Jazz,oofoe,whereucomefrom.,53,0.808,0.872,1.2716833333333333,0.207,0.961,0.114,-14.776,0.425,77.048,0.961,0
176963,Jazz,Zoot Sims,I Got It Bad AndThat Ain't Good,38,0.955,0.492,3.9877833333333332,0.133,0.65,0.394,-14.821,0.0548,124.087,0.426,3
226005,Rock,Chase Rice,25 Wexford St.,54,0.0782,0.57,2.9022166666666664,0.917,0.0,0.148,-3.735,0.0517,90.948,0.778,5
219578,World,Bombino,Midiwan,23,0.273,0.518,3.7137,0.795,0.609,0.345,-9.435,0.0977,159.365,0.591,0
153088,Rock,Todd Rundgren,Hello It's Me,50,0.0563,0.578,4.40155,0.848,0.00426,0.0963,-6.842,0.0261,87.246,0.779,5
43939,Folk,Judah & the Lion,Going To Mars (!),51,0.14,0.475,3.4750666666666667,0.867,0.00763,0.105,-4.559,0.0779,145.466,0.438,6
210646,World,MC YOGI,Grace (feat. East Forest),33,0.36,0.429,3.44255,0.328,0.364,0.109,-12.562,0.0341,100.113,0.047,2
111116,Pop,O.T. Genasis,Bae,68,0.0477,0.79,2.6138666666666666,0.596,7.57e-06,0.128,-5.084,0.353,202.2,0.336,6
174095,Comedy,Paul F. Tompkins,"Riff Suite No. 1: On Eclectic Drinks / On the Relaxed Work Environment / Of Slopes, and Their Slipperiness",15,0.829,0.531,5.851116666666667,0.581,0.0,0.899,-11.065,0.953,169.633,0.287,4
167626,Comedy,Tom Segura,Mike Tyson,38,0.803,0.52,8.094283333333333,0.777,0.0,0.778,-10.811,0.894,100.248,0.275,4
188052,Ska,Tsunami Bomb,5150,22,1.07e-05,0.416,2.74645,0.974,0.0243,0.11,-2.716,0.0562,188.007,0.793,6
143823,Indie,Trevor Hall,Sagittarius,47,0.00627,0.616,3.1946666666666665,0.542,5.56e-05,0.088,-9.014,0.0476,166.033,0.367,6
15659,Dance,Justin Bieber,No Pressure,65,0.115,0.649,4.780883333333334,0.611,0.0,0.293,-6.865,0.22,148.952,0.524,1
166325,Rock,The Strokes,Last Nite,70,0.0223,0.624,3.2228833333333333,0.899,0.000155,0.0975,-5.71,0.0295,104.055,0.797,5
91289,Hip-Hop,Germ,WET EM UP,44,0.00302,0.811,2.42425,0.692,0.0183,0.0599,-12.808,0.128,98.965,0.772,5
114807,Rap,6ix9ine,DUMMY (feat. TrifeDrew),68,0.0775,0.72,2.5942166666666666,0.628,5.35e-06,0.0976,-7.192,0.0718,90.985,0.591,1
225076,Rock,The Wood Brothers,Keep Me Around,57,0.611,0.541,3.642,0.342,0.000527,0.0952,-11.753,0.0467,87.594,0.49,2
70070,Hip-Hop,21 Savage,Run Up the Racks,61,0.141,0.825,3.1633333333333336,0.364,0.311,0.195,-7.635,0.121,153.028,0.177,1
85656,R&B,Wet,Softens,42,0.293,0.457,5.750883333333333,0.582,0.000118,0.122,-6.553,0.0297,170.006,0.299,6
223025,Rock,Modest Mouse,The World At Large,60,0.0961,0.523,4.541783333333333,0.477,0.000106,0.101,-9.076,0.0254,76.973,0.249,1
138461,Reggae,Katchafire,Lead Us,27,0.216,0.831,4.78445,0.573,5.85e-05,0.55,-7.499,0.0311,117.014,0.917,5
174128,Comedy,Kyle Cease,They Points At Them,15,0.766,0.56,4.033783333333333,0.916,0.0,0.617,-4.49,0.772,106.904,0.502,4
161984,Reggaeton,Alkilados,Esto Es Amor,38,0.306,0.676,3.5128,0.89,0.000385,0.505,-2.899,0.0388,93.0,0.861,5
107118,Opera,Giacomo Puccini,"Madama Butterfly, Act I: Act I: Vogliatemi bene (Butterfly)",7,0.989,0.179,7.125333333333334,0.21,0.0438,0.373,-15.801,0.0381,84.926,0.0446,9
147213,Jazz,MFSB,T.S.O.P. (The Sound of Philadelphia),53,0.149,0.707,3.705783333333333,0.854,0.116,0.0987,-8.231,0.0286,114.021,0.96,5
163535,Reggaeton,Justin Quiles,María,29,0.0325,0.728,3.3576,0.937,0.0,0.346,-3.847,0.08,127.04,0.77,5
141690,Indie,Wilco,I am trying to break your heart,52,0.317,0.467,6.97,0.536,0.0119,0.123,-10.906,0.0268,85.958,0.429,2
89636,Hip-Hop,Wisin & Yandel,Ahora Es,65,0.0959,0.825,3.449116666666667,0.796,0.0,0.434,-5.537,0.101,96.012,0.7,5
19512,Dance,Fifth Harmony,Write On Me,57,0.359,0.441,3.6593333333333335,0.692,1.94e-06,0.161,-5.427,0.128,189.879,0.475,6
77223,Children’s Music,Avenged Sevenfold,Nightmare,71,0.000318,0.554,6.240883333333334,0.949,9.98e-05,0.2,-4.928,0.0787,129.984,0.233,1
111375,Pop,Carrie Underwood,Love Wins,63,0.0112,0.523,3.8106666666666666,0.865,0.0,0.153,-4.697,0.0989,135.115,0.325,1
43117,Folk,Passion Pit,Moth's Wings,51,0.00138,0.514,4.272,0.727,0.0916,0.0756,-6.219,0.0283,120.995,0.136,1
147867,Jazz,Kelsea Ballerini,The First Time,42,0.715,0.611,3.53895,0.62,0.0,0.114,-6.103,0.113,147.463,0.678,5
11215,Alternative,Arin Ray,We Ain't Homies (feat. YG),47,0.22,0.87,4.7146,0.654,1.11e-06,0.068,-4.744,0.199,139.995,0.863,5
29775,Anime,Yuki Hayashi,雄英高校,27,7.1e-05,0.63,1.6308833333333332,0.868,0.817,0.0538,-6.263,0.0387,124.936,0.542,0
125970,Classical,Buckethead,We Are One,38,0.00613,0.534,4.019783333333334,0.922,0.616,0.374,-4.696,0.239,139.911,0.143,0
170835,Comedy,Whitney Cummings,Cheerleaders,22,0.808,0.634,1.7572333333333334,0.864,0.0,0.621,-3.933,0.768,126.49,0.423,4
121592,Rap,The Weeknd,Tears In The Rain,54,0.105,0.66,7.4108833333333335,0.626,0.185,0.0846,-7.892,0.0527,160.016,0.18,6
10037,Alternative,Son Volt,Windfall - 2015 Remaster,48,0.385,0.389,2.992,0.586,1.85e-06,0.0959,-8.211,0.0313,133.637,0.526,6
198873,Soundtrack,Alexandre Desplat,Dragon Flight,35,0.025,0.183,1.7457833333333332,0.538,0.898,0.376,-14.689,0.0564,96.597,0.24,0
13502,Alternative,Third Day,Born Again,40,0.244,0.298,3.61555,0.672,0.0,0.0993,-5.526,0.0347,108.047,0.15,6
162578,Reggaeton,"Juno ""The Hitmaker""",Iglesia del Perro (feat. Randy & Jowel),26,0.161,0.831,4.4632,0.755,0.0,0.217,-5.899,0.146,81.994,0.821,5
30218,Anime,Utsu-P,生きてるおばけは生きている,25,0.00016,0.478,3.3608,0.98,0.751,0.274,-1.049,0.112,140.068,0.328,0
67782,Hip-Hop,Metro Boomin,Up To Something (feat. Travis Scott & Young Thug),68,0.319,0.799,3.0726666666666667,0.616,0.0,0.134,-8.809,0.157,114.014,0.667,1
138084,Reggae,Chee,CLOUTMEISTER,23,0.00421,0.68,2.7333333333333334,0.942,0.00204,0.678,-4.418,0.285,89.971,0.435,7
8846,Country,Jason Eady,Why I Left Atlanta,36,0.531,0.609,3.73355,0.452,0.000124,0.0907,-9.493,0.029,136.017,0.456,2
68729,Hip-Hop,Mac Miller,Nike's on My Feet,65,0.537,0.823,2.7401833333333334,0.438,0.0,0.105,-8.728,0.279,92.047,0.59,1
55192,R&B,Mick Jenkins,Jazz,65,0.25,0.636,4.336,0.61,0.000121,0.113,-9.665,0.119,125.227,0.296,1
97972,Children’s Music,Nakala,Paris,58,0.343,0.676,3.367183333333333,0.465,0.0,0.0711,-12.193,0.0773,127.911,0.362,2
18512,Dance,Trey Songz,Who Let U Down,53,0.128,0.699,3.8328166666666665,0.475,0.0,0.134,-9.299,0.138,130.109,0.0821,1
202524,Soundtrack,John Lunn,Damaged - From “Downton Abbey” Soundtrack,31,0.958,0.0682,3.69045,0.131,0.923,0.0833,-17.622,0.0377,60.138,0.0389,3
61242,R&B,Sade,Hang On to Your Love - Remastered,56,0.112,0.84,4.487333333333333,0.713,4.29e-06,0.0783,-6.593,0.0296,107.897,0.965,5
5749,Alternative,Jeremy Riddle,All Hail King Jesus,52,0.0638,0.283,8.292666666666667,0.445,1.92e-05,0.0591,-9.646,0.0329,147.509,0.0898,6
184167,Movie,George Bruns,The Butler Sneak,10,0.855,0.566,1.5326666666666666,0.197,1.7e-06,0.108,-19.629,0.483,113.219,0.175,9
128356,Classical,Claude Debussy,Suite bergamasque: III. Clair de lune,28,0.995,0.423,5.8,0.0183,0.921,0.0779,-26.285,0.0515,132.13,0.0463,3
198107,Soundtrack,John Powell,Legend Has It / Cliffside Playtime,47,0.957,0.132,4.355083333333333,0.0338,0.813,0.0562,-30.669,0.0426,76.263,0.0377,3
146552,Jazz,Ella Fitzgerald,Can't We Be Friends?,46,0.518,0.678,3.79155,0.284,0.0,0.0936,-13.055,0.0666,111.27,0.536,2
127318,Classical,Renée Fleming,"You'll Never Know - From ""The Shape Of Water"" Soundtrack",40,0.926,0.366,4.638216666666667,0.219,0.00274,0.0759,-13.559,0.0316,78.92,0.209,9
131925,Reggae,"Nas & Damian ""Jr. Gong"" Marley",Strong Will Continue,36,0.115,0.576,6.02445,0.769,0.0,0.0785,-5.536,0.333,202.164,0.653,6
176497,Jazz,Gary Bartz,Gentle Smiles (Saxy),38,0.171,0.542,4.351333333333334,0.68,0.00258,0.0983,-7.668,0.03,95.957,0.622,5
125676,Classical,Niccolò Paganini,"Sonata concertata in A Major, Op. 61, MS 2: III. Rondeu - Allegretto con brio scherzando",38,0.944,0.498,1.9453333333333334,0.124,0.462,0.104,-25.47,0.0601,121.749,0.394,3
78985,Children’s Music,Oliver Tree,Upside Down,57,0.0502,0.711,3.2653,0.897,0.000139,0.152,-8.615,0.0412,132.014,0.908,5
211752,Comedy,Monty Python,"Parrot (Oh, Not Again)",13,0.84,0.533,5.681116666666667,0.824,0.0,0.592,-12.842,0.924,133.462,0.0696,4
87996,Hip-Hop,Zion & Lennox,Mi Tesoro (feat. Nicky Jam),66,0.0821,0.725,4.110883333333334,0.711,0.0,0.0931,-4.544,0.0335,93.003,0.477,1
6833,Alternative,Turnover,Take My Head,46,0.221,0.316,3.23185,0.859,0.15,0.102,-6.982,0.0358,160.925,0.355,6
61993,Folk,Imogen Heap,The Happy Song,50,0.518,0.759,2.6320666666666668,0.484,0.000705,0.247,-9.181,0.0445,163.979,0.859,5
111105,Pop,Justin Bieber,One Time,66,0.0808,0.707,3.5977833333333336,0.833,4.42e-05,0.0778,-2.553,0.0359,145.997,0.734,5
90236,Hip-Hop,Tee Grizzley,Hustlin (feat. B. Ryan),51,0.399,0.716,3.2348333333333334,0.746,0.0,0.26,-4.516,0.0821,93.965,0.357,1
102426,Children’s Music,Godsmack,I Fucking Hate You,49,3.87e-05,0.189,4.117783333333334,0.975,1.74e-06,0.0971,-4.693,0.201,190.34,0.215,6
18826,Dance,112,Dance with Me,59,0.0259,0.912,3.8633333333333333,0.511,0.0,0.0442,-6.365,0.203,101.628,0.611,1
81411,Opera,Giacomo Puccini,Madama Butterfly / Act 2: C'è. Entrate,14,0.978,0.237,6.637816666666667,0.108,0.000346,0.347,-20.404,0.0631,68.429,0.0864,9
29062,Anime,Kensuke Ushio,fractal,27,0.851,0.702,5.748,0.53,0.86,0.267,-15.566,0.0315,120.021,0.332,0
12179,Alternative,Nakala,Paris,47,0.343,0.676,3.367183333333333,0.465,0.0,0.0711,-12.193,0.0773,127.911,0.362,2
205573,Soundtrack,Michael Giacchino,"Nero Fiddles, Narada Burns",28,0.949,0.204,2.568,0.276,0.786,0.286,-12.926,0.0311,75.455,0.0744,3
12149,Alternative,Creed,A Thousand Faces,46,0.0114,0.233,4.912,0.917,2.11e-05,0.313,-3.389,0.0612,157.208,0.2,6
117844,Rap,Lil Durk,Breather,56,0.0814,0.809,4.604933333333333,0.506,0.0,0.106,-6.594,0.128,132.01,0.611,1
205898,Soundtrack,Christophe Beck,Fifi's Theme,20,0.712,0.272,1.2188833333333333,0.335,0.923,0.204,-12.394,0.0315,64.781,0.177,3
143051,Indie,Vendredi sur Mer,Les filles désir,62,0.338,0.582,3.2802166666666666,0.548,0.114,0.0962,-8.018,0.0462,80.038,0.38,1
31583,Anime,Amatsuki,STARTRAiN,31,0.0305,0.488,3.6528833333333335,0.962,1.38e-06,0.337,-2.042,0.0635,178.032,0.696,6
158596,Reggaeton,J Balvin,Hola,48,0.148,0.801,3.2706666666666666,0.836,0.000979,0.129,-5.367,0.0884,100.998,0.607,5
197389,Soul,Jack McDuff,Oblighetto,42,0.081,0.446,6.600666666666666,0.731,0.426,0.177,-9.752,0.0439,123.188,0.283,0
201531,Soundtrack,Dan Romer,Force of Nature,33,0.979,0.138,2.5533333333333332,0.0415,0.922,0.0614,-23.629,0.0404,73.42,0.0351,3
87609,Rap,Lil Peep,Awful Things,76,0.0157,0.368,3.5737833333333335,0.796,0.0,0.0694,-4.923,0.0823,170.033,0.181,6
27578,Alternative,Shinedown,Breaking Inside (feat. Lzzy Hale of Halestorm),41,0.0684,0.466,3.7911166666666665,0.912,0.0,0.0892,-3.423,0.0474,151.977,0.416,6
170368,Comedy,Christopher Titus,The Supermarket Incident,24,0.909,0.569,5.754216666666666,0.635,0.0,0.711,-12.455,0.931,122.283,0.448,4
106002,Opera,Jacques Offenbach,Armed Forces Medley,3,0.836,0.486,3.7222166666666667,0.498,0.888,0.0839,-12.268,0.0422,120.616,0.578,0
112814,Pop,Slushii,There x2,65,0.179,0.613,3.8403,0.812,0.0,0.11,-2.852,0.0545,144.943,0.391,1
27273,Alternative,Two Another,Aiming Up,52,0.235,0.856,3.8414,0.396,4.88e-06,0.0654,-7.566,0.199,92.024,0.564,1
13419,Alternative,Alice In Chains,"Frogs - Live at the Majestic Theatre, Brooklyn, NY - April 1996",44,0.325,0.574,7.502883333333333,0.398,0.0283,0.648,-12.857,0.0271,92.041,0.084,7
152603,R&B,Kelly Clarkson,Because of You,75,0.254,0.583,3.6582166666666667,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136,1
70149,Hip-Hop,Daddy Yankee,¿Qué Tengo Que Hacer?,69,0.0758,0.76,3.641783333333333,0.893,8.21e-05,0.321,-3.913,0.0639,107.994,0.948,5
201981,Soundtrack,James Newton Howard,Traveling to Hogwarts,38,0.91,0.208,1.1031166666666667,0.129,0.828,0.145,-23.78,0.0482,101.487,0.134,3
6511,Alternative,Matt Maher,Your Grace Is Enough,49,0.0204,0.578,4.423116666666667,0.894,2.61e-05,0.105,-4.909,0.0416,120.025,0.303,1
84458,R&B,Princess Nokia,ABCs of New York,48,0.139,0.393,3.4088166666666666,0.736,5.03e-06,0.159,-7.806,0.286,173.923,0.396,6
149892,Pop,Wu-Tang Clan,Protect Ya Neck,67,0.032,0.817,4.851116666666667,0.552,7.17e-06,0.826,-10.8,0.386,102.011,0.808,7
59832,R&B,The Weeknd,The Town,53,0.355,0.624,5.12245,0.524,3.97e-06,0.0835,-8.224,0.0347,140.034,0.17,2
27037,Electronic,Bassnectar,Mystery Song (feat. BEGINNERS),32,0.00113,0.564,2.9272666666666667,0.941,0.454,0.163,-3.41,0.0498,109.984,0.303,0
61436,R&B,Fantasia,When I Met You,47,0.433,0.497,4.557783333333333,0.617,0.0,0.164,-7.362,0.0771,79.609,0.355,2
177453,Jazz,Ibrahim Ferrer,Silencio,47,0.883,0.335,4.644,0.306,0.00577,0.102,-10.559,0.0277,79.609,0.268,2
85934,R&B,SiR,I Know,42,0.123,0.791,2.3150333333333335,0.722,0.0,0.143,-7.591,0.102,129.946,0.458,5
174929,Comedy,Dana Gould,Animal Aftercare,14,0.88,0.555,4.86955,0.883,0.0,0.879,-7.219,0.95,64.161,0.34,4
8420,Country,Billy Currington,Tangled Up,34,0.00124,0.555,4.10245,0.91,1.75e-06,0.224,-4.385,0.0548,129.792,0.431,6
201349,Soundtrack,Henry Mancini,Days Of Wine And Roses - REMASTERED,35,0.852,0.246,2.10915,0.171,0.0,0.195,-14.435,0.0298,81.235,0.205,9
