,genres,artist_name,name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,cluster
185540,Ska,Bad Brains,How Low Can A Punk Get?,32,0.00108,0.392,2.6646666666666667,0.972,0.337,0.0649,-2.955,0.131,142.431,0.338,6
228526,Soul,Jagged Edge,He Can't Love U,50,0.112,0.721,4.06755,0.836,0.0,0.235,-3.972,0.206,126.279,0.508,1
29197,Anime,BLUE ENCOUNT,Compass,29,8.35e-05,0.402,3.6288833333333335,0.95,0.0,0.111,-2.683,0.0759,97.431,0.394,6
22682,Electronic,Massive Attack,Black Milk,55,0.00575,0.56,6.361116666666667,0.455,0.757,0.219,-11.221,0.0304,168.081,0.44,0
27219,Alternative,He Is We,Kiss It Better,42,0.828,0.659,4.09645,0.338,0.0,0.104,-7.089,0.0277,144.887,0.249,2
60840,R&B,Silk,Lose Control,52,0.72,0.527,5.2477833333333335,0.389,0.0,0.0997,-11.687,0.0302,119.939,0.458,2
157916,Ska,Descendents,When I Get Old,38,0.0152,0.3,2.493333333333333,0.983,3.04e-05,0.379,-6.314,0.0835,151.658,0.526,6
115108,Rap,Lil Wayne,Perfect Strangers,63,0.4,0.746,4.162516666666667,0.644,0.0,0.095,-2.605,0.232,146.178,0.542,1
204605,Soundtrack,Howard Shore,Night Camp,29,0.32,0.229,2.8366666666666664,0.37,0.415,0.119,-12.876,0.054,75.392,0.0615,9
113038,Pop,One Direction,Fool's Gold,65,0.23,0.515,3.514883333333333,0.773,1.29e-06,0.0938,-4.848,0.0479,128.001,0.379,1
8468,Country,Tracy Lawrence,How A Cowgirl Says Goodbye,35,0.475,0.49,3.51555,0.712,4.74e-06,0.258,-6.699,0.0313,191.092,0.708,6
228252,Soul,John Legend,Start,47,0.991,0.521,5.160666666666667,0.0445,1.71e-05,0.0854,-14.76,0.0419,109.511,0.264,2
188863,Ska,Tsunami Bomb,No One's Looking,21,0.000234,0.598,2.707333333333333,0.84,8.17e-06,0.272,-6.438,0.0391,138.051,0.852,5
29973,Anime,THE ORAL CIGARETTES,Ladies and Gentlemen,28,0.0891,0.54,2.6014833333333334,0.9,0.0,0.924,-2.183,0.0553,102.951,0.702,7
117361,Rap,Kanye West,Drunk and Hot Girls,54,0.0564,0.662,5.22045,0.443,1.38e-05,0.15,-7.31,0.0307,82.787,0.285,1
4196,Country,Steve Earle,Hard-Core Troubadour,43,0.00468,0.467,2.6842166666666665,0.915,0.0,0.0756,-4.441,0.0448,140.185,0.85,6
90164,Hip-Hop,Eminem,Lose Yourself,50,0.00922,0.689,5.3437833333333336,0.735,0.00072,0.365,-4.545,0.267,171.403,0.059,6
4929,Alternative,Passion,Bigger Than I Thought - Live,52,0.159,0.433,7.201783333333333,0.484,0.0,0.0951,-8.425,0.0334,125.478,0.268,2
70025,Hip-Hop,Rick James,Mary Jane,62,0.266,0.529,4.955783333333334,0.823,1.82e-06,0.44,-7.01,0.129,94.712,0.86,5
112244,Pop,Colbie Caillat,Fallin' For You,59,0.156,0.644,3.59245,0.834,0.0,0.112,-6.473,0.0275,117.043,0.593,1
165510,Reggaeton,Vitico Castillo,Mezclas Recias,24,0.686,0.629,8.549883333333334,0.721,0.0,0.11,-5.348,0.048,107.681,0.929,5
79578,Opera,Jonas Kaufmann,"Der Freischütz, J.277 / Act 1: ""Nein, länger trag' ich nicht die Quälen...Durch die Wälder, durch die Auen""",20,0.977,0.247,7.052883333333333,0.201,0.106,0.0708,-14.258,0.052,81.733,0.0988,9
184737,Movie,Randy Newman,Kill the Car,12,0.994,0.702,1.1611166666666666,0.0787,0.868,0.118,-15.76,0.0783,116.622,0.615,3
165650,Reggaeton,"Wise ""the Gold Pen""",Fin De Semana (feat. Baby Rasta & Gringo),19,0.268,0.709,4.190666666666667,0.875,0.0,0.649,-3.809,0.0534,166.005,0.852,7
108087,Pop,Migos,Walk It Talk It,84,0.0739,0.909,4.60245,0.628,0.0,0.108,-5.456,0.201,145.905,0.406,1
28456,Anime,MY FIRST STORY,虚言NEUROSE,43,0.00266,0.335,4.3373333333333335,0.97,0.0,0.576,-3.914,0.168,93.43,0.462,7
67517,Hip-Hop,Future,Goin Dummi,68,0.0151,0.888,2.6959666666666666,0.665,0.0,0.219,-7.055,0.093,78.021,0.568,1
137209,Reggae,Yellowman,Galong Galong Galong,27,0.25,0.868,3.59555,0.584,0.0,0.129,-7.521,0.131,81.672,0.758,5
56165,Movie,Daniel Levi,Todo De Ti,13,0.652,0.532,5.203333333333333,0.639,0.0,0.121,-8.32,0.0618,93.807,0.58,2
225713,Rock,System Of A Down,Spiders,63,0.0324,0.46,3.5906666666666665,0.54,0.0168,0.326,-5.132,0.0381,137.855,0.0506,1
144636,Indie,Arctic Monkeys,Dance Little Liar,45,0.0586,0.538,4.7248833333333335,0.607,0.769,0.0975,-9.133,0.0352,100.158,0.543,0
70164,Hip-Hop,Vic Mensa,The Fire Next Time,57,0.194,0.602,3.740666666666667,0.704,0.0,0.528,-6.056,0.166,113.826,0.505,7
227591,Soul,Charles Bradley,Things We Do for Love,51,0.206,0.736,3.4736333333333334,0.528,0.0245,0.0796,-7.821,0.0359,94.88,0.759,5
14143,Dance,Enrique Iglesias,Bailando - Spanish Version,68,0.0426,0.723,4.056883333333333,0.777,3.68e-06,0.0451,-3.503,0.108,91.017,0.961,5
209875,World,Influence Music,City In The Sky - Live,34,0.0102,0.37,6.620333333333333,0.874,0.0,0.111,-5.714,0.096,146.029,0.297,6
147459,Jazz,The Bamboos,The Wilhelm Scream (feat. Megan Washington),40,0.00773,0.565,4.467333333333333,0.621,0.0324,0.257,-5.62,0.0264,150.036,0.403,6
227918,Soul,Belly,Mumble Rap,53,0.0638,0.782,2.7171166666666666,0.639,0.216,0.127,-4.991,0.258,137.084,0.431,1
11016,Alternative,Little Dragon,Timothy,49,0.102,0.875,3.8404666666666665,0.386,0.000353,0.1,-11.611,0.115,107.012,0.581,5
162304,Reggaeton,Don Omar,Bomba - Remastered 2016,37,0.0155,0.697,2.8551166666666665,0.592,0.0,0.0684,-5.176,0.47,120.835,0.921,5
19395,Dance,The Police,King Of Pain - Remastered 2003,52,0.411,0.536,4.984,0.714,0.000187,0.0703,-8.865,0.0334,124.052,0.693,5
50827,Blues,Clutch,Son of Virginia,32,0.14,0.37,7.255966666666667,0.789,0.00168,0.259,-7.734,0.0547,75.634,0.0909,1
222,R&B,James Blake,Are You In Love?,65,0.723,0.557,3.2933333333333334,0.278,2.24e-05,0.0755,-12.353,0.0427,147.681,0.335,2
195070,Movie,Randy Newman,I Gotta Be Your Man - Remastered Version,5,0.714,0.597,2.52045,0.504,5.23e-05,0.0617,-9.068,0.0519,108.591,0.388,2
102192,Children’s Music,Bayside,I've Been Dead All Day,48,0.00459,0.505,3.2413333333333334,0.857,0.0,0.237,-3.484,0.0502,125.859,0.515,6
87458,Rap,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",78,0.0525,0.715,3.45555,0.655,0.0,0.115,-6.425,0.137,95.078,0.531,1
206595,Soundtrack,Lorne Balfe,Your Greatest Enemy,27,0.19,0.426,2.6946666666666665,0.592,0.835,0.0676,-14.192,0.0556,80.005,0.0853,0
32881,Anime,Nobuo Uematsu,"Theme of Love: Piano Collections Version (From ""Final Fantasy IV"") [For Piano Solo]",19,0.986,0.489,3.2088833333333335,0.0339,0.862,0.101,-29.517,0.0722,94.569,0.168,3
63736,Folk,Karen O,Ooo,44,0.85,0.381,1.4771166666666666,0.302,0.0,0.2,-7.678,0.0311,166.962,0.193,2
117544,Rap,Upchurch,Dukes of Hazzard,55,0.000608,0.76,2.13455,0.645,0.0,0.134,-4.988,0.0377,139.941,0.133,1
216219,Country,Cole Swindell,Stars,44,0.309,0.518,3.326216666666667,0.845,0.0,0.0925,-5.12,0.0446,140.049,0.265,6
151955,Pop,Avicii,Friend Of Mine (feat. Vargas & Lagola),67,0.0129,0.702,2.6644,0.7,0.000888,0.0619,-4.387,0.0509,109.976,0.603,1
86845,R&B,John Legend,Little Ghetto Boy (feat. Black Thought),44,0.205,0.608,5.4366666666666665,0.663,6.01e-05,0.209,-5.284,0.0335,87.193,0.727,5
8280,Country,Whiskey Myers,Colloquy,38,0.481,0.232,6.21045,0.489,0.000947,0.391,-7.936,0.0298,142.606,0.0913,2
168015,Comedy,Joe Rogan,Q&A - Crazy Bitches Jumping On Fighters' Dicks,36,0.802,0.619,1.0073333333333334,0.832,0.0,0.919,-2.185,0.6,127.536,0.759,4
140394,Indie,Young the Giant,Brother's Keeper,51,0.00269,0.705,4.174883333333334,0.816,0.00185,0.0969,-3.617,0.0488,120.019,0.615,5
173778,Comedy,Moshe Kasher,A Good Old Fashioned Gay Bashing,18,0.826,0.637,3.33975,0.683,0.0,0.765,-10.097,0.918,94.618,0.742,4
95040,Indie,Better Oblivion Community Center,Exception to the Rule,56,0.0208,0.648,2.8547833333333332,0.808,5.5e-06,0.0829,-7.098,0.042,143.972,0.504,1
80714,Opera,Georges Bizet,Carmen Suite No.1: Les toréadors,12,0.806,0.287,2.1633333333333336,0.373,0.957,0.513,-17.28,0.038,130.888,0.64,3
130840,Classical,Andrew York,The Equations of Beauty: II. E,26,0.99,0.418,3.3911166666666666,0.103,0.964,0.11,-21.874,0.063,98.118,0.228,3
125590,Classical,Gabriel Fauré,"Requiem, Op. 48: V. Pie Jesu",39,0.959,0.201,3.251333333333333,0.0368,0.199,0.0823,-28.847,0.0527,131.917,0.0371,9
62734,Folk,John Vincent III,The Days That Are to Come,42,0.83,0.391,5.8767,0.104,0.278,0.111,-17.767,0.0329,146.709,0.103,9
113458,Pop,LÉON,Think About You,65,0.249,0.662,3.3522166666666666,0.744,0.000147,0.116,-3.194,0.0317,97.977,0.387,1
113815,Pop,BTS,Just One Day,64,0.175,0.504,3.9911666666666665,0.712,0.0,0.377,-4.705,0.379,189.577,0.307,6
200288,Soundtrack,Jonny Greenwood,Tree Synthesisers,34,0.956,0.0984,4.4273,0.288,0.769,0.119,-15.861,0.034,89.606,0.0372,3
97448,Children’s Music,System Of A Down,Attack,60,0.00511,0.349,3.1077833333333333,0.97,3.4e-06,0.0433,-2.874,0.0892,159.785,0.299,6
78704,Children’s Music,The Black Keys,Fever,62,0.00378,0.609,4.1051166666666665,0.674,0.000302,0.129,-6.506,0.0355,127.541,0.743,5
2444,Country,Waylon Jennings,Ladies Love Outlaws,41,0.487,0.686,2.5317833333333333,0.466,0.00014,0.184,-13.335,0.0312,105.039,0.588,2
117341,Rap,The Pussycat Dolls,Stickwitu,63,0.289,0.652,3.45845,0.551,0.0,0.0778,-6.299,0.052,79.995,0.372,1
177651,Jazz,Stan Getz,Once Again (Outra Vez),38,0.846,0.623,6.70845,0.331,0.0781,0.078,-14.346,0.0372,90.439,0.583,2
32646,Anime,Shiro Sagisu,Omni_00,13,0.957,0.0827,3.6439166666666667,0.0876,0.84,0.114,-17.405,0.044,82.594,0.0376,3
12346,Alternative,Sabrina Claudio,Natural,44,0.383,0.616,3.4422333333333333,0.688,0.000245,0.139,-6.078,0.0628,160.131,0.352,6
95638,Indie,Bruno Major,Home,56,0.825,0.479,3.3436666666666666,0.446,2.49e-06,0.0926,-7.291,0.0377,130.63,0.118,2
169806,Comedy,Tommy Ryman,The Cable Fell out of the Sky,25,0.728,0.64,2.5808833333333334,0.731,0.0,0.682,-7.457,0.902,73.829,0.598,4
199138,Soundtrack,Trent Reznor and Atticus Ross,"Hand Covers Bruise, Reprise",39,0.995,0.159,1.8742833333333333,0.063,0.805,0.124,-26.625,0.0366,76.905,0.0292,3
190590,Ska,Pepper,Storm Trooper (Live),16,0.16,0.506,2.8146666666666667,0.767,0.0,0.667,-8.028,0.155,93.305,0.688,7
199013,Soundtrack,Alexandre Desplat,Hermione's Parents,34,0.902,0.0667,5.8486666666666665,0.0905,0.935,0.11,-29.26,0.0482,60.361,0.0372,3
21004,Dance,Whigfield,Saturday Night - Radio Mix,66,0.0449,0.728,4.123433333333334,0.784,0.0918,0.0964,-11.776,0.0379,129.981,0.964,5
140089,Indie,Wet,All the Ways - Branchez Remix,51,0.113,0.701,3.5873333333333335,0.58,0.0172,0.0874,-7.015,0.0448,112.052,0.215,1
65415,Folk,The Seekers,I'll Never Find Another You,49,0.75,0.567,2.7053333333333334,0.672,0.0837,0.367,-7.666,0.0336,126.509,0.79,5
224986,Rock,Rebelution,Outta Control,53,0.0534,0.674,4.088216666666667,0.63,2.51e-06,0.0948,-6.915,0.101,180.022,0.655,6
3508,Alternative,DaniLeigh,Lil Bebe - Bebecito Remix,57,0.237,0.49,3.0262166666666666,0.725,0.0,0.134,-2.868,0.302,169.969,0.483,6
151187,Pop,One Direction,I Would,62,0.00768,0.72,3.37,0.711,0.0,0.243,-5.962,0.0508,126.452,0.596,1
43728,Folk,Regina Spektor,Blue Lips,50,0.784,0.448,3.52955,0.317,0.00306,0.0989,-11.147,0.0591,171.768,0.239,2
51810,Blues,Beth Hart,Soul On Fire,33,0.0709,0.241,5.048883333333333,0.572,0.00244,0.0848,-6.341,0.0332,209.826,0.292,6
126963,Classical,Pyotr Ilyich Tchaikovsky,"June. Barcarolle The Seasons, Op. 37b (1875-6)",38,0.992,0.336,4.513333333333334,0.0709,0.858,0.0876,-25.69,0.0494,85.793,0.176,3
38536,Electronic,Thievery Corporation,Sol Tapado (The Covered Sun) featuring Patrick de Santos,31,0.0813,0.745,3.9588833333333335,0.77,0.284,0.0489,-7.805,0.0484,82.532,0.971,5
169311,Comedy,Tenacious D,Simply Jazz,30,0.119,0.485,11.602883333333333,0.773,0.000941,0.158,-9.047,0.0568,115.534,0.442,6
150319,Pop,Kanye West,Blame Game,62,0.305,0.425,7.8311166666666665,0.581,6.3e-05,0.11,-5.964,0.0646,83.352,0.636,1
70143,Hip-Hop,Jaden Smith,B,60,0.227,0.515,3.1029333333333335,0.391,0.0,0.355,-11.109,0.0575,144.487,0.47,2
162259,Reggaeton,Baby Rasta,Mi Nena,31,0.321,0.817,4.666216666666666,0.517,0.0,0.311,-9.586,0.112,121.125,0.651,5
116346,Rap,Jason Derulo,It Girl,71,0.0165,0.668,3.203333333333333,0.718,0.0,0.104,-4.736,0.0605,91.993,0.345,1
79830,Opera,Giacomo Puccini,"Madama Butterfly, Act II: C'è. Entrate (Goro, Sharpless, Butterfly)",19,0.983,0.388,3.6211166666666665,0.0969,0.000359,0.387,-21.336,0.0489,107.957,0.208,9
93540,Indie,Gus Dapperton,"Moodna, Once With Grace",62,0.372,0.28,3.3002333333333334,0.42,8.87e-06,0.134,-9.553,0.0366,65.13,0.148,2
193670,Soul,Funkadelic,Maggot Brain,56,0.777,0.3,10.351783333333334,0.353,0.478,0.406,-15.588,0.047,134.912,0.19,3
92472,Hip-Hop,Big Pun,Still Not a Player (Remix) - Radio Version,47,0.187,0.9,3.9617833333333334,0.574,0.00164,0.0857,-7.465,0.295,94.071,0.881,5
131376,Reggae,Damian Marley,Khaki Suit,42,0.0193,0.837,3.9566666666666666,0.807,0.0,0.237,-5.319,0.157,84.972,0.925,5
137243,Reggae,Aaron Kamm and the One Drops,Earth Music,22,0.0351,0.797,4.436216666666667,0.652,5.37e-05,0.0307,-7.481,0.25,77.326,0.846,5
19256,Dance,Carly Rae Jepsen,Everywhere You Look (The Fuller House Theme),57,0.0709,0.663,3.30345,0.827,3.07e-06,0.0919,-1.796,0.0976,124.945,0.681,5
60572,R&B,Jungle,Lemonade Lake,45,0.195,0.461,4.3259,0.624,0.015,0.291,-9.409,0.039,96.119,0.253,1
128153,Classical,Buckethead,Final Wars,33,0.00035,0.441,4.142883333333334,0.715,0.895,0.136,-6.596,0.0297,74.967,0.287,0
201382,Soundtrack,Danny Elfman,"Ana And Christian - From The ""Fifty Shades Of Grey"" Score",39,0.836,0.44,3.40045,0.362,0.939,0.195,-11.541,0.0288,74.819,0.199,3
113589,Pop,Gym Class Heroes,Ass Back Home (feat. Neon Hitch),61,0.134,0.716,3.70355,0.838,0.0,0.148,-4.289,0.0513,130.034,0.646,1
40054,Electronic,Röyksopp,Inside The Idle Hour Club,23,0.615,0.327,9.890216666666667,0.464,0.904,0.115,-15.943,0.0346,90.0,0.288,3
70841,Hip-Hop,Moneybagg Yo,OKAY (feat. Future),56,0.035,0.793,2.5215,0.775,0.0,0.125,-2.354,0.0714,146.032,0.232,1
202837,Soundtrack,Michael Giacchino,"Turbo Transmission - From ""Cars 2""/Score",30,0.0534,0.64,0.8793333333333333,0.421,0.933,0.114,-14.197,0.0592,124.023,0.0717,0
105929,Opera,Gioachino Rossini,Otello: Overture,9,0.927,0.323,8.566666666666666,0.182,0.652,0.134,-18.094,0.0512,156.066,0.177,3
60470,R&B,Tone Stith,Miss California,48,0.122,0.348,3.8799,0.467,0.0,0.31,-6.014,0.0642,179.324,0.407,6
33723,Anime,Sheena Ringo,暗夜の心中立て,26,0.000365,0.481,4.08155,0.529,0.0189,0.2,-4.959,0.0335,115.39,0.23,6
226599,Soul,Maribou State,Beginner's Luck,60,0.606,0.561,4.467133333333333,0.573,0.854,0.218,-10.104,0.0488,81.979,0.243,0
35315,Anime,Hachioji P,曖昧MeaN,14,0.000114,0.552,3.77905,0.922,0.000348,0.347,-1.378,0.0345,130.039,0.725,5
56279,Movie,Alan Menken,Jig,18,0.626,0.743,1.54755,0.398,9.21e-05,0.578,-8.808,0.0334,125.546,0.692,7
148919,Jazz,Miles Davis,Someday My Prince Will Come,40,0.812,0.553,9.04,0.309,0.00297,0.156,-12.601,0.0333,76.294,0.272,2
66310,Folk,Loreena McKennitt,Dante's Prayer,37,0.975,0.235,7.223333333333334,0.172,0.282,0.0769,-18.301,0.0325,108.118,0.071,9
197398,Soul,Mayer Hawthorne,The Ills,37,0.223,0.756,2.82755,0.902,0.0405,0.0305,-5.063,0.0948,140.678,0.853,5
22583,Electronic,Seven Lions,Dreamin' (feat. Fiora),51,0.358,0.37,5.3361,0.746,3.29e-05,0.12,-5.199,0.0347,150.082,0.199,6
183665,Movie,Randy Newman,Wrigley Field,15,0.97,0.0712,2.30555,0.0497,0.653,0.135,-19.043,0.0485,61.486,0.039,3
153363,Rock,Muse,Blockades,60,0.000644,0.498,3.8446666666666665,0.941,0.0236,0.34,-4.454,0.0878,127.044,0.236,1
148593,Jazz,The Budos Band,The Volcano Song,43,0.134,0.693,2.846,0.959,0.871,0.121,-6.183,0.0998,114.25,0.971,0
146809,Jazz,Bria Skonberg,Dance Me to the End of Love,55,0.843,0.324,5.606216666666667,0.132,0.00044,0.113,-17.721,0.0333,81.024,0.157,9
47418,Blues,The Blues Brothers,Rubber Biscuit - Live Version,39,0.61,0.558,2.8111166666666665,0.745,0.0,0.727,-9.638,0.178,140.671,0.666,7
208430,World,Housefires,Joy,42,0.136,0.466,6.255083333333333,0.96,0.0,0.347,-6.684,0.122,169.961,0.345,6
87770,Rap,Ari Lennox,Shea Butter Baby (with J. Cole),77,0.134,0.702,3.5098333333333334,0.614,0.00391,0.173,-4.385,0.0786,155.173,0.047,1
35707,Anime,Mikito P,心臓デモクラシー -初音ミク「マジカルミライ 2014」Live-,16,0.281,0.306,3.9132166666666666,0.926,7.41e-06,0.579,-3.313,0.0698,93.519,0.326,7
172436,Comedy,Eddie Izzard,Scooby Doo,17,0.912,0.631,2.46445,0.272,0.0,0.796,-25.855,0.939,82.502,0.556,4
47040,Blues,The Yardbirds,Shapes of Things,45,0.249,0.432,2.4326666666666665,0.823,0.00639,0.0953,-9.216,0.116,132.212,0.38,6
98722,Children’s Music,No Doubt,Hey Baby,52,0.064,0.599,3.4506666666666668,0.877,0.0,0.234,-3.45,0.226,187.305,0.79,6
68724,Hip-Hop,Drake,The Language,59,0.0125,0.831,3.73355,0.651,0.0,0.0809,-8.363,0.437,120.064,0.502,1
29862,Anime,Project Destati,Critical Drive,25,0.477,0.332,4.004216666666666,0.57,0.928,0.0969,-9.249,0.0356,85.916,0.168,0
155704,Rock,Def Leppard,Personal Jesus - Recorded At Spotify Studios NYC,57,7.17e-05,0.524,3.94085,0.805,2.1e-05,0.186,-8.118,0.055,130.05,0.567,1
124428,Classical,Joe Hisaishi,"One Summer's Day (From ""Spirited Away"")",43,0.994,0.334,3.1051166666666665,0.136,0.857,0.113,-20.818,0.0608,181.197,0.0534,3
102280,Children’s Music,Dr. Dog,Survive,53,0.0378,0.589,4.062283333333333,0.812,0.00158,0.312,-6.436,0.0324,118.87,0.72,5
144664,Indie,Elephante,Glass Mansion,49,0.102,0.553,5.416666666666667,0.778,0.0,0.0619,-4.545,0.0523,143.846,0.322,6
144944,Indie,Sinead Harnett,Lessons,54,0.448,0.545,3.77415,0.509,0.0,0.336,-7.782,0.256,118.09,0.559,1
71029,Blues,Good Rockin' Charles,I Wish I Had Somebody,25,0.752,0.566,4.771183333333333,0.251,0.818,0.0764,-17.183,0.0298,96.721,0.644,3
213657,Country,Brad Paisley,Crushin' It,55,0.0385,0.595,3.6691166666666666,0.823,1.35e-06,0.0984,-5.864,0.0483,108.99,0.745,5
17215,Dance,Juan Magán,Bailando por Ahi,64,0.0427,0.73,3.00755,0.732,2.22e-06,0.262,-5.167,0.051,129.974,0.974,5
59959,R&B,City Girls,Trap Star,49,0.21,0.829,2.37725,0.708,0.0,0.108,-6.744,0.0928,174.993,0.722,5
167354,Comedy,Bill Burr,Hell Hound,46,0.944,0.623,7.594666666666667,0.734,2.31e-06,0.943,-10.92,0.916,122.749,0.437,4
86249,R&B,DeJ Loaf,Bullshit,41,0.114,0.804,2.9891833333333335,0.374,0.0,0.0739,-9.491,0.368,157.943,0.277,1
110653,Pop,Rachel Platten,Stand By You,67,0.146,0.506,3.65,0.897,0.000451,0.0868,-4.632,0.26,188.03,0.525,6
177853,Jazz,Awon,Street Jazz,46,0.744,0.649,2.580633333333333,0.648,0.0,0.114,-7.275,0.343,93.294,0.639,5
225631,Rock,Colbie Caillat,Fallin' For You,59,0.156,0.644,3.59245,0.834,0.0,0.112,-6.473,0.0275,117.043,0.593,1
190997,Ska,Less Than Jake,View From the Middle,15,0.00236,0.499,2.3077833333333335,0.97,0.0124,0.314,-3.272,0.0485,121.507,0.869,5
138789,Reggae,Johnny Osbourne,No Lollipop No Sweet So,29,0.149,0.805,3.0088833333333334,0.542,3.09e-06,0.0999,-7.388,0.0645,140.724,0.937,5
45661,Blues,Lynyrd Skynyrd,Gimme Three Steps,65,0.696,0.55,4.452883333333333,0.767,7.2e-05,0.227,-7.574,0.0909,133.309,0.815,5
232587,Soul,Mark Morrison,Return of the Mack - Acapella,36,0.576,0.686,3.0122166666666668,0.198,0.0,0.107,-17.268,0.156,93.887,0.837,2
50876,Blues,Band Of Skulls,The Devil Takes Care of His Own,27,0.0182,0.35,3.07955,0.658,3.79e-06,0.073,-6.553,0.0568,156.295,0.593,6
43409,Folk,Tom Rosenthal,Go Solo,58,0.985,0.586,2.37135,0.0907,0.0281,0.126,-12.907,0.0384,77.144,0.212,2
58836,Opera,Philharmonia Orchestra,"L'Italiana in Algeri: ""Overture""",21,0.869,0.303,8.1698,0.105,0.78,0.0578,-19.25,0.0433,137.338,0.373,3
84447,R&B,Sydney Renae,Sleeping with the Enemy (Intro),41,0.202,0.569,1.9382833333333334,0.511,0.0,0.28,-7.449,0.0514,101.666,0.448,1
164788,Reggaeton,Cardenales Del Exito,Entre Palos y Alegría,23,0.555,0.734,3.8148833333333334,0.904,0.0,0.0766,-6.835,0.0426,112.311,0.976,5
178487,Jazz,Average White Band,Shower the People,40,0.191,0.757,4.36005,0.568,1.11e-06,0.172,-6.755,0.0264,101.98,0.643,5
87568,Rap,Lil Wayne,Dedicate,70,0.033,0.879,3.16515,0.662,0.0,0.716,-6.162,0.309,117.975,0.723,7
88548,Hip-Hop,Kid Cudi,Day 'N' Nite - Crookers Remix,54,0.0465,0.78,4.684666666666667,0.654,0.0196,0.0657,-6.978,0.0494,129.984,0.953,5
118317,Rap,Quinn XCII,Before It Burned,54,0.0712,0.662,2.91955,0.8,0.0,0.0937,-5.152,0.0758,171.897,0.781,6
113042,Pop,John Parr,St. Elmos Fire (Man in Motion),68,0.15,0.612,4.196666666666666,0.6,3.04e-06,0.222,-10.945,0.0327,111.203,0.471,1
151707,Pop,Nancy Sinatra,These Boots Are Made For Walkin',67,0.483,0.74,2.7668,0.392,1.11e-06,0.0965,-11.996,0.0824,82.742,0.387,2
172711,Comedy,Polo Polo,Los Tres Deseos - En Vivo,29,0.714,0.608,7.238883333333333,0.638,0.0,0.954,-12.292,0.878,112.887,0.197,4
190103,Ska,Screeching Weasel,One Step Beyond,21,1.8e-05,0.385,3.0768,0.865,0.0,0.105,-4.004,0.0377,100.302,0.461,6
201386,Soundtrack,Henry Jackman,The Internet,34,0.262,0.232,2.7874833333333333,0.431,0.779,0.18,-13.788,0.0387,106.761,0.0553,0
215554,Country,Boz Scaggs,What Can I Say,61,0.054,0.737,2.9922166666666667,0.443,0.00614,0.0673,-12.171,0.0331,115.16,0.815,5
145001,Indie,Crucial Star,study abroad,54,0.816,0.77,3.8757333333333333,0.497,0.0,0.0763,-6.937,0.0293,114.991,0.235,2
1944,Country,Lynyrd Skynyrd,Don't Ask Me No Questions,50,0.119,0.622,3.4466666666666668,0.559,7.94e-05,0.132,-10.562,0.0413,129.836,0.946,5
157845,Ska,Alton Ellis,Back to Africa,42,0.197,0.726,2.429333333333333,0.524,2.93e-05,0.0488,-9.191,0.203,185.682,0.962,5
229490,Soul,Mayer Hawthorne,Out of Pocket,43,0.0676,0.894,3.3811166666666668,0.558,0.00276,0.0407,-6.689,0.0466,105.012,0.817,5
1253,Alternative,The 1975,TOOTIMETOOTIMETOOTIME,69,0.209,0.667,3.464183333333333,0.798,0.015,0.0972,-5.935,0.0675,114.981,0.485,1
118058,Rap,Young Thug,Halftime,57,0.0641,0.71,3.7788833333333334,0.486,0.0,0.112,-6.221,0.251,133.284,0.17,1
212859,Country,Keith Urban,Cop Car,61,0.193,0.538,4.279116666666667,0.664,0.0,0.0918,-6.318,0.0392,154.033,0.366,6
5123,Alternative,System Of A Down,Holy Mountains,57,0.000992,0.244,5.481116666666667,0.897,0.00458,0.106,-2.402,0.0479,152.997,0.232,6
18373,Dance,Tove Lo,hey you got drugs?,57,0.301,0.625,4.30055,0.706,0.0,0.0735,-4.604,0.0326,123.019,0.273,1
110979,Pop,Liam Payne,Bedroom Floor,70,0.322,0.597,3.1391,0.68,0.000143,0.111,-7.104,0.0769,119.946,0.195,1
188811,Ska,Soda Stereo,Hombre al Agua (SEP7IMO DIA),44,0.00496,0.551,5.888,0.666,0.0466,0.148,-7.387,0.0299,96.964,0.388,1
60561,R&B,Syd,Smile More,49,0.0227,0.854,4.02245,0.386,0.000695,0.136,-5.98,0.0493,119.966,0.569,5
198967,Soundtrack,Martin Phipps,Victoria - The Suite,42,0.0799,0.309,3.45205,0.46,0.652,0.0752,-12.856,0.0317,152.979,0.0638,0
179956,Jazz,Wawau Adler,Let´s Fall in Love,38,0.884,0.709,3.4133333333333336,0.297,0.911,0.109,-13.291,0.0629,104.626,0.568,0
45614,Anime,Origa,My Way,10,0.16,0.321,5.344883333333334,0.934,0.0,0.289,-4.161,0.129,163.113,0.372,6
165327,Reggaeton,Voltio,La Culebra,19,0.0906,0.744,3.1933333333333334,0.718,5.12e-06,0.683,-7.435,0.14,95.991,0.644,7
88032,Hip-Hop,Wale,Bad (feat. Tiara Thomas),56,0.015,0.867,4.26155,0.638,0.0,0.157,-6.657,0.0643,113.969,0.28,1
197024,Soul,Diana Ross,"Ease On Down The Road #1 - From ""The Wiz"" Soundtrack",41,0.425,0.783,3.9,0.912,1.5e-05,0.161,-6.992,0.132,122.425,0.772,5
